test_id,subtest,cyc,stored_E,f_val,op_code,result,uf,ovf,rollover,extra
13,2,53,12,53,1,853,0,0,1,0
13,3,53,12,53,3,757,0,0,0,0
13,0,54,12,54,3,0,1,0,0,0
13,1,54,12,54,3,822,0,0,0,822
13,2,54,12,54,1,854,0,0,1,0
13,3,54,12,54,3,758,0,0,0,0
13,0,55,12,55,3,0,1,0,0,0
13,1,55,12,55,3,823,0,0,0,823
13,2,55,12,55,1,855,0,0,1,0
13,3,55,12,55,3,759,0,0,0,0
13,0,56,12,56,3,0,1,0,0,0
13,1,56,12,56,3,824,0,0,0,824
13,2,56,12,56,1,856,0,0,1,0
13,3,56,12,56,3,760,0,0,0,0
13,0,57,12,57,3,0,1,0,0,0
13,1,57,12,57,3,825,0,0,0,825
13,2,57,12,57,1,857,0,0,1,0
13,3,57,12,57,3,761,0,0,0,0
13,0,58,12,58,3,0,1,0,0,0
13,1,58,12,58,3,826,0,0,0,826
13,2,58,12,58,1,858,0,0,1,0
13,3,58,12,58,3,762,0,0,0,0
13,0,59,12,59,3,0,1,0,0,0
13,1,59,12,59,3,827,0,0,0,827
13,2,59,12,59,1,859,0,0,1,0
13,3,59,12,59,3,763,0,0,0,0
13,0,60,12,60,3,0,1,0,0,0
13,1,60,12,60,3,828,0,0,0,828
13,2,60,12,60,1,860,0,0,1,0
13,3,60,12,60,3,764,0,0,0,0
13,0,61,12,61,3,0,1,0,0,0
13,1,61,12,61,3,829,0,0,0,829
13,2,61,12,61,1,861,0,0,1,0
13,3,61,12,61,3,765,0,0,0,0
13,0,62,12,62,3,0,1,0,0,0
13,1,62,12,62,3,830,0,0,0,830
13,2,62,12,62,1,862,0,0,1,0
13,3,62,12,62,3,766,0,0,0,0
13,0,63,12,63,3,0,1,0,0,0
13,1,63,12,63,3,831,0,0,0,831
13,2,63,12,63,1,863,0,0,1,0
13,3,63,12,63,3,767,0,0,0,0
13,0,64,13,0,3,0,1,0,0,0
13,1,64,13,0,3,832,0,0,0,832
13,2,64,13,0,1,832,0,0,0,0
13,3,64,13,0,3,768,0,0,0,0
13,0,65,13,1,3,0,1,0,0,0
